2022-03-10 10:20:12,416 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-03-10 10:20:12,457 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-03-10 10:20:12,458 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-03-10 10:20:12,458 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-03-10 10:20:12,475 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-03-10 10:20:12,476 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-03-10 10:20:12,478 INFO  SwAddin.cs: 201 - Setting up command manager
2022-03-10 10:20:12,480 INFO  SwAddin.cs: 204 - Adding command manager
2022-03-10 10:20:12,484 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-03-10 10:20:12,485 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-03-10 10:20:12,485 INFO  SwAddin.cs: 210 - Adding event handlers
2022-03-10 10:20:12,526 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-03-10 14:40:50,405 INFO  SwAddin.cs: 294 - Assembly export called for file StickASM
2022-03-10 14:40:50,407 INFO  SwAddin.cs: 299 - Save is required
2022-03-10 14:40:50,407 INFO  SwAddin.cs: 313 - Saving assembly
2022-03-10 14:40:50,676 INFO  SwAddin.cs: 316 - Opening property manager
2022-03-10 14:40:50,690 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from StickASM
2022-03-10 14:40:50,699 INFO  ExportHelperExtension.cs: 1136 - Found 93 in StickASM
2022-03-10 14:40:50,701 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in StickASM
2022-03-10 14:40:50,702 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-03-10 14:40:50,704 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2022-03-10 14:40:50,705 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Stick4-1
2022-03-10 14:40:50,706 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Stick4-1
2022-03-10 14:40:50,707 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Stick4-1
2022-03-10 14:40:50,707 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Stick2-5
2022-03-10 14:40:50,708 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Stick2-5
2022-03-10 14:40:50,709 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Stick2-5
2022-03-10 14:40:50,709 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Stick5-2
2022-03-10 14:40:50,710 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Stick5-2
2022-03-10 14:40:50,711 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Stick5-2
2022-03-10 14:40:50,711 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Stick5-4
2022-03-10 14:40:50,712 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Stick5-4
2022-03-10 14:40:50,712 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Stick5-4
2022-03-10 14:40:50,713 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Stick1-4
